Date,Open,High,Low,Close,Volume
2016-08-17,11.108211258185314,11.235891777540061,10.980530738830566,10.980530738830566,271519
2016-08-18,11.235890171837733,11.235890171837733,10.852848668513314,10.916688919067383,1767366
2016-08-19,10.903921571912896,11.108210563659668,10.891153347223671,11.108210563659668,4735900
2016-08-22,10.980530651751389,11.644469694234955,10.878385716421436,11.146515846252441,2245909
2016-08-23,11.172049827640572,11.721076498459807,11.108209577621606,11.491251945495605,1483020
2016-08-24,12.76805830144996,12.76805830144996,11.516788747575758,11.644469261169434,2525979
2016-08-25,11.810454586157693,11.810454586157693,11.516789727021614,11.595952033996582,371646
2016-08-26,11.733846582098387,11.733846582098387,11.616380460044974,11.682774543762207,223415
2016-08-29,11.69554156731091,12.001974610833363,11.69554156731091,11.823221206665039,1390019
2016-08-30,11.810454732467322,11.938135258501319,11.376341117503808,11.529557228088379,4805026
2016-08-31,11.427412310009332,11.516789018733357,11.235891535109548,11.409537315368652,9033877
2016-09-01,12.142422879322478,12.142422879322478,11.108210563659668,11.108210563659668,9048130
2016-09-02,11.212908011094466,11.212908011094466,10.90392115079778,10.975422859191895,8127033
2016-09-06,11.044369921739811,11.810452963179216,10.730276291274572,11.60616397857666,56316264
2016-09-07,11.509128506622595,12.609734948787317,11.49636028132633,12.257336616516113,147907159
2016-09-08,12.37224919726724,12.995330622864575,12.362033922583686,12.847220420837402,41159318
2016-09-09,12.72464858106254,12.811471480908741,12.290534081831533,12.533127784729004,26618101
2016-09-12,12.272657626152036,12.691450030073527,12.183281785811435,12.614842414855957,13989272
2016-09-13,12.290532014834312,12.676127361533004,12.259888796705711,12.385015487670898,18045663
2016-09-14,12.356926518107862,12.415659133834147,12.25733541189693,12.346712112426758,17208658
2016-09-15,12.287978268648523,12.520357509660514,12.262441821314395,12.48460578918457,17208302
2016-09-16,12.418215983367988,12.510145656937114,12.287981628324728,12.377357482910156,17786615
2016-09-19,12.318621205197541,12.48460550582141,12.298192394897994,12.451409339904785,16264400
2016-09-20,12.433535889139716,12.497376146179722,12.30074773797156,12.44374942779541,12000986
2016-09-21,12.354373462698097,12.512698073293542,12.32628406030747,12.364588737487793,14885427
2016-09-22,12.382463595716597,12.448857674552249,12.23435426155112,12.264997482299805,17054370
2016-09-23,12.224139613041054,12.377355713756366,12.21137138770803,12.259889602661133,7449305
2016-09-26,12.185834780521885,12.272657670358864,12.175621241699037,12.229247093200684,10128504
2016-09-27,12.201155698091723,12.252227726293476,12.167958662820526,12.20370864868164,9831330
2016-09-28,12.226691174879315,12.28542465763464,12.137315343222388,12.221585273742676,8013722
2016-09-29,12.157744007481346,12.239460118686074,12.13220756002483,12.147529602050781,5912124
2016-09-30,12.201155905388225,12.282871151899366,12.144976239531694,12.206263542175293,6165827
2016-10-03,12.162851597586961,12.270104163490206,12.152638059226959,12.239460945129395,5345926
2016-10-04,12.213923818757054,12.257335259301358,12.16029797265881,12.221585273742676,5993010
2016-10-05,12.190944316788205,12.476948613430375,12.12965786774212,12.377357482910156,6621209
2016-10-06,12.377354862292894,12.402891311202234,12.24967435326671,12.356926918029785,5139258
2016-10-07,12.356926493601195,12.377354437162657,12.242013345216394,12.2752103805542,3515134
2016-10-10,12.27521159241353,12.359480664374955,12.091351404606645,12.134763717651367,5420398
2016-10-11,12.042834039857999,12.188389562108341,11.991761135146659,12.037726402282715,6247425
2016-10-12,11.991761809485826,12.116889391752526,11.940690637423327,12.03006649017334,5851549
2016-10-13,11.976438024954705,12.116886754721834,11.91004395375421,12.035171508789062,4783291
2016-10-14,12.060707127806795,12.157744416542194,11.999420693161357,12.063260078430176,5453179
2016-10-17,12.068368323642929,12.170513254295361,12.009635704420013,12.10156536102295,4813222
2016-10-18,12.142421225040938,12.206262339789358,12.001973375874883,12.175619125366211,5366949
2016-10-19,12.142423404174865,12.267550102465226,12.134763683894626,12.183281898498535,4452266
2016-10-20,12.119440570568093,12.216477858973127,12.111779983203554,12.180727005004883,3849010
2016-10-21,12.119440611828853,12.160298234925813,12.022402455333216,12.063260078430176,3461329
2016-10-24,12.155191045120667,12.282871555873761,12.12199400819363,12.242013931274414,3621319
2016-10-25,12.188388067110473,12.242013916271464,11.958563495140666,11.999421119689941,5398662
2016-10-26,11.96367132112982,12.091351843004988,11.910045467231836,11.930474281311035,5900722
2016-10-27,12.619947866819844,12.704216928970348,12.267548708357422,12.341604232788086,25078425
2016-10-28,12.285425234496666,12.556108296026348,12.25478201639599,12.479499816894531,13622259
2016-10-31,12.512695282221438,12.637822825120555,12.466730026962164,12.535677909851074,12164182
2016-11-01,12.545896519427552,12.635272374012981,12.321178671831467,12.377357482910156,7967400
2016-11-02,12.318621692885122,12.538232713939818,12.305853469002372,12.512696266174316,6557427
2016-11-03,12.50248436326876,12.622505179465591,12.37991233133624,12.45396614074707,4763693
2016-11-04,12.415658950805664,12.568875901523759,12.38501486645387,12.415658950805664,6307644
2016-11-07,12.484608394748651,12.768059721825582,12.484608394748651,12.645486831665039,4566646
2016-11-08,12.645485567086544,12.752736401371488,12.63527029283433,12.6863431930542,3322719
2016-11-09,12.413105069862487,12.737413962400998,12.374801266256304,12.607179641723633,5840503
