Date,Open,High,Low,Close,Volume
1997-10-09,2.7883081534917684,3.240998210267755,2.7883081534917684,3.1229052543640137,10201979
1997-10-10,3.4640611634056633,3.4771829640047636,3.1425859972296033,3.267239570617676,10669148
1997-10-13,3.2738013594204354,3.2738013594204354,3.1819513206546266,3.195072889328003,3044363
1997-10-14,3.1688289101886826,3.1753898110135235,2.978568202467252,3.0638577938079834,2549907
1997-10-15,2.8735969487130797,2.985129458980344,2.86703675304979,2.9785687923431396,3167153
1997-10-16,2.9785680512736605,2.9785680512736605,2.8735962337606504,2.8867180347442627,1770821
1997-10-17,2.7555028052707295,2.7620637039721516,2.630849262246228,2.6374099254608154,3287121
1997-10-20,2.2044027611591215,2.361859882575532,2.1978418613396618,2.3093743324279785,11499985
1997-10-21,2.414345021296493,2.6374099254608154,2.4012239303541527,2.6374099254608154,6924737
1997-10-22,2.427467912745099,2.434028578916541,2.3224960765673255,2.329056978225708,4458573
1997-10-23,2.256888433587116,2.256888433587116,2.099431068152635,2.1912810802459717,12494072
1997-10-24,2.243767484635849,2.256888579372625,2.0207025159642775,2.073188543319702,9498638
1997-10-27,2.0207030957318293,2.0207030957318293,1.7910776315526127,1.7976384162902832,4905042
1997-10-28,1.6533027880015334,2.2044036388397217,1.6401811008816678,2.2044036388397217,10417921
1997-10-29,2.020702666741246,2.079749363614345,1.9944597688488426,2.001020669937134,7548100
1997-10-30,1.8894884963419822,1.9682174437064328,1.8829281824543984,1.948535442352295,2797370
1997-10-31,2.0207025159642775,2.119113199102579,2.014142086339341,2.073188543319702,3611270
1997-11-03,2.256888624258809,2.4143457675090616,2.256888624258809,2.381542205810547,6205871
1997-11-04,2.3618602100835826,2.407785573240555,2.3159350824135174,2.381542205810547,3145042
1997-11-05,2.427467749240801,2.591485805400907,2.427467749240801,2.5718038082122803,3979642
1997-11-06,2.6636545399549045,2.676775639400214,2.5324400131970037,2.558682918548584,3649848
1997-11-07,2.374981874220176,2.512756791951202,2.361860307706272,2.499635696411133,4470805
1997-11-10,2.598045926198788,2.6111672549057166,2.506195918789661,2.51275634765625,2435114
1997-11-11,2.466832024339837,2.5061964904127754,2.4537104571532145,2.4602713584899902,2194707
1997-11-12,2.38154215584472,2.38154215584472,2.3159350338241573,2.322495698928833,3905309
1997-11-13,2.348738904071567,2.434028503609269,2.270010441476191,2.30281400680542,2482160
1997-11-14,2.348738904071567,2.381542469400796,2.270010441476191,2.30281400680542,2205999
1997-11-17,2.460271256952047,2.466831922531128,2.4143458914377196,2.466831922531128,3290415
1997-11-18,2.3881027753927464,2.3881027753927464,2.296252768275934,2.3093743324279785,2240813
1997-11-19,2.283131983179941,2.283131983179941,2.217524839726854,2.2437682151794434,1442908
1997-11-20,2.1978419804209075,2.2306455393480356,2.1847204155579236,2.1912810802459717,2578134
1997-11-21,2.204403310817733,2.30281400680542,2.204403310817733,2.30281400680542,4223342
1997-11-24,2.1912815968774386,2.2568889656866222,2.1912815968774386,2.2503280639648438,2254927
1997-11-25,2.26344897563926,2.3421778895777776,2.26344897563926,2.3093743324279785,1083946
1997-11-26,2.283131088373252,2.2896919885367906,2.24376733580023,2.270009994506836,1136637
1997-11-28,2.3093743324279785,2.3093743324279785,2.302813432608519,2.3093743324279785,1083475
1997-12-01,2.2044036388397217,2.2044036388397217,2.1715998331422526,2.2044036388397217,2365485
1997-12-02,2.2240856396738407,2.243768111481897,2.1978427364080466,2.2044036388397217,2203176
1997-12-03,2.2437676590326707,2.2437676590326707,2.1847207264890818,2.217524290084839,2783727
1997-12-04,2.3224954256062733,2.3421778895777776,2.3093743324279785,2.3093743324279785,2721625
